doc_id,citation_id,span_text,length,category,task3_file,task2_file
32855,[CITATION_16],"and CityPersons",15,short,task3/32855.label,task2/32855.in
32879,[CITATION_1],"(see ).",7,very_short,task3/32879.label,task2/32879.in
32891,[CITATION_3],"and lung tissue",15,short,task3/32891.label,task2/32891.in
32899,[CITATION_3],", Finley et al. 2004",20,short,task3/32899.label,task2/32899.in
32925,[CITATION_1],"which was used already in",25,short,task3/32925.label,task2/32925.in
32925,[CITATION_2],"which was used already in and",29,short,task3/32925.label,task2/32925.in
32935,[CITATION_3],"and E. coli",11,very_short,task3/32935.label,task2/32935.in
32988,[CITATION_1],"Zoe Lofft 1",11,very_short,task3/32988.label,task2/32988.in
33002,[CITATION_1],"We refer to [24,",16,short,task3/33002.label,task2/33002.in
33007,[CITATION_2],"and Sundaresan",14,very_short,task3/33007.label,task2/33007.in
33007,[CITATION_1],"Blumer and McEliece",19,short,task3/33007.label,task2/33007.in
33026,[CITATION_5],", CityPersons",13,very_short,task3/33026.label,task2/33026.in
33026,[CITATION_6],"and ECP",7,very_short,task3/33026.label,task2/33026.in
33026,[CITATION_8],", CityPersons",13,very_short,task3/33026.label,task2/33026.in
33026,[CITATION_9],"and ECP",7,very_short,task3/33026.label,task2/33026.in
33026,[CITATION_2],"All experiments on Caltech",26,short,task3/33026.label,task2/33026.in
33030,[CITATION_1],"(see ).",7,very_short,task3/33030.label,task2/33030.in
33041,[CITATION_2],", but Attwood et al.",20,short,task3/33041.label,task2/33041.in
33043,[CITATION_3],"Top-Pairs",9,very_short,task3/33043.label,task2/33043.in
33043,[CITATION_4],"Physical",8,very_short,task3/33043.label,task2/33043.in
33101,[CITATION_2],"with LysMCre transgenic mice",28,short,task3/33101.label,task2/33101.in
33105,[CITATION_3],"edge change ratio",17,short,task3/33105.label,task2/33105.in
33121,[CITATION_5],"Filters reported from",21,short,task3/33121.label,task2/33121.in
33138,[CITATION_1],"S2, A-C).",9,very_short,task3/33138.label,task2/33138.in
33154,[CITATION_6],"), tiling arrays",16,short,task3/33154.label,task2/33154.in
33164,[CITATION_3],"and Awoyale et al.",18,short,task3/33164.label,task2/33164.in
33222,[CITATION_2],", we rewrite",12,very_short,task3/33222.label,task2/33222.in
33239,[CITATION_3],"Top-Pairs",9,very_short,task3/33239.label,task2/33239.in
33239,[CITATION_4],"Physical",8,very_short,task3/33239.label,task2/33239.in
33244,[CITATION_4],", ALFNet",8,very_short,task3/33244.label,task2/33244.in
33244,[CITATION_5],"and FRCNN",9,very_short,task3/33244.label,task2/33244.in
33244,[CITATION_10],", ALFNet",8,very_short,task3/33244.label,task2/33244.in
33244,[CITATION_11],"and FRCNN",9,very_short,task3/33244.label,task2/33244.in
33250,[CITATION_3],"As was shown in",15,short,task3/33250.label,task2/33250.in
33250,[CITATION_4],", the STAR data",15,short,task3/33250.label,task2/33250.in
33454,[CITATION_7],"and S6s",7,very_short,task3/33454.label,task2/33454.in
33467,[CITATION_2],"and Ting et al.",15,short,task3/33467.label,task2/33467.in
33500,[CITATION_3],"In one study: the CLARIFY",25,short,task3/33500.label,task2/33500.in
33548,[CITATION_2],"and ECP",7,very_short,task3/33548.label,task2/33548.in
33552,[CITATION_11],"or Chi-squared test",19,short,task3/33552.label,task2/33552.in
33560,[CITATION_1],"More details are provided in",28,short,task3/33560.label,task2/33560.in
33605,[CITATION_1],"Keyfitz 1977: Chapter 2;",24,short,task3/33605.label,task2/33605.in
33623,[CITATION_1],"In the denominator of",21,short,task3/33623.label,task2/33623.in
33640,[CITATION_12],") and Achilles rupture",22,short,task3/33640.label,task2/33640.in
33646,[CITATION_8],"Finally, on ECP",15,short,task3/33646.label,task2/33646.in
33676,[CITATION_2],"and Demb et al.,",16,short,task3/33676.label,task2/33676.in
33694,[CITATION_5],", Kir2.1",8,very_short,task3/33694.label,task2/33694.in
33694,[CITATION_6],", Kir6.2",8,very_short,task3/33694.label,task2/33694.in
33708,[CITATION_1],"Ctl. (red)",10,very_short,task3/33708.label,task2/33708.in
33708,[CITATION_2],"Ctl. (red), and DMPs (green)",28,short,task3/33708.label,task2/33708.in
33713,[CITATION_11],"on Crowd-Human",14,very_short,task3/33713.label,task2/33713.in
33713,[CITATION_12],"and ECP",7,very_short,task3/33713.label,task2/33713.in
33713,[CITATION_21],"CSP.",4,very_short,task3/33713.label,task2/33713.in
33713,[CITATION_3],"using MobileNet",15,short,task3/33713.label,task2/33713.in
33713,[CITATION_4],"Intuitively, MobileNet",22,short,task3/33713.label,task2/33713.in
33747,[CITATION_2],"and multiplex real-time PCR",27,short,task3/33747.label,task2/33747.in
33800,[CITATION_3],", berry growth and ripening",27,short,task3/33800.label,task2/33800.in
33854,[CITATION_2],") and epsilon-greedy strategy",29,short,task3/33854.label,task2/33854.in
33868,[CITATION_3],", voice recognition",19,short,task3/33868.label,task2/33868.in
33884,[CITATION_2],", while in",10,very_short,task3/33884.label,task2/33884.in
34006,[CITATION_1],"The algorithm is based on",25,short,task3/34006.label,task2/34006.in
34006,[CITATION_2],"unrestricted version of",23,short,task3/34006.label,task2/34006.in
34028,[CITATION_3],"LePage et al., 2008;",20,short,task3/34028.label,task2/34028.in
34031,[CITATION_14],"or application of heparinase",28,short,task3/34031.label,task2/34031.in
34086,[CITATION_8],", while Faham et al.",20,short,task3/34086.label,task2/34086.in
34099,[CITATION_7],", the same method in",20,short,task3/34099.label,task2/34099.in
34203,[CITATION_6],", HT-29",7,very_short,task3/34203.label,task2/34203.in
34229,[CITATION_4],"and fbh1-L14A P15A",18,short,task3/34229.label,task2/34229.in
34283,[CITATION_2],"VII, this rate is explored",26,short,task3/34283.label,task2/34283.in
34290,[CITATION_1],"Pa.",3,very_short,task3/34290.label,task2/34290.in
34350,[CITATION_2],"and advertising (e.g.",21,short,task3/34350.label,task2/34350.in
34364,[CITATION_6],"(based on the Xception",22,short,task3/34364.label,task2/34364.in
34364,[CITATION_7],"model) and PSPNet",17,short,task3/34364.label,task2/34364.in
34364,[CITATION_8],"(based on ResNet",16,short,task3/34364.label,task2/34364.in
34376,[CITATION_2],"or ResNet",9,very_short,task3/34376.label,task2/34376.in
34377,[CITATION_2],"), in services",14,very_short,task3/34377.label,task2/34377.in
34404,[CITATION_3],"and US",6,very_short,task3/34404.label,task2/34404.in
34472,[CITATION_4],"and sympathetic blockade.",25,short,task3/34472.label,task2/34472.in
34478,[CITATION_3],", or tumors",11,very_short,task3/34478.label,task2/34478.in
34478,[CITATION_2],", liver cirrhosis",17,short,task3/34478.label,task2/34478.in
34522,[CITATION_3],"and Attention",13,very_short,task3/34522.label,task2/34522.in
34522,[CITATION_2],") with Atrous convolution",25,short,task3/34522.label,task2/34522.in
34544,[CITATION_2],"), 80 in COCO",13,very_short,task3/34544.label,task2/34544.in
34546,[CITATION_1],"We know from that:",18,short,task3/34546.label,task2/34546.in
34603,[CITATION_4],"or style transfer",17,short,task3/34603.label,task2/34603.in
34652,[CITATION_5],"In the intergroup 0099 trial,",29,short,task3/34652.label,task2/34652.in
34686,[CITATION_3],"and B",5,very_short,task3/34686.label,task2/34686.in
34701,[CITATION_2],"or Random Forests",17,short,task3/34701.label,task2/34701.in
34736,[CITATION_3],"Iwasaki.",8,very_short,task3/34736.label,task2/34736.in
34765,[CITATION_2],") and bread wheat",17,short,task3/34765.label,task2/34765.in
34821,[CITATION_1],"Rearranging terms in",20,short,task3/34821.label,task2/34821.in
34821,[CITATION_2],"Rearranging terms in gives us",29,short,task3/34821.label,task2/34821.in
34823,[CITATION_2],", Doppler OCT",13,very_short,task3/34823.label,task2/34823.in
34823,[CITATION_3],", PS-OCT",8,very_short,task3/34823.label,task2/34823.in
34823,[CITATION_4],", transversal OCT",17,short,task3/34823.label,task2/34823.in
34823,[CITATION_5],"and full-field OCT",18,short,task3/34823.label,task2/34823.in
34861,[CITATION_1],"S1 ).",5,very_short,task3/34861.label,task2/34861.in
34913,[CITATION_9],"and a LQG method",16,short,task3/34913.label,task2/34913.in
34925,[CITATION_32],"and surface",11,very_short,task3/34925.label,task2/34925.in
34950,[CITATION_1],"Data We use the WORLD dataset",29,short,task3/34950.label,task2/34950.in
34972,[CITATION_1],"Substituting (48) into",22,short,task3/34972.label,task2/34972.in
34985,[CITATION_2],", MobileNetV1",13,very_short,task3/34985.label,task2/34985.in
35028,[CITATION_8],") and metallic nanoparticles",28,short,task3/35028.label,task2/35028.in
35054,[CITATION_1],"Post hoc analysis (see",22,short,task3/35054.label,task2/35054.in
35079,[CITATION_1],"S3 ).",5,very_short,task3/35079.label,task2/35079.in
35128,[CITATION_1],"Inspired by recent works",24,short,task3/35128.label,task2/35128.in
35205,[CITATION_1],"Sensitivity analysis (see.",26,short,task3/35205.label,task2/35205.in
35205,[CITATION_2],"Sensitivity analysis (see.",26,short,task3/35205.label,task2/35205.in
35300,[CITATION_1],"• P: "I am alive today.",23,short,task3/35300.label,task2/35300.in
35315,[CITATION_2],"and Zheng's research",20,short,task3/35315.label,task2/35315.in
35339,[CITATION_3],"), (x",5,very_short,task3/35339.label,task2/35339.in
35342,[CITATION_1],"Furthermore, protruding edges",29,short,task3/35342.label,task2/35342.in
35375,[CITATION_1],"the TDF.",8,very_short,task3/35375.label,task2/35375.in
35391,[CITATION_3],"Gugliantini et al.",18,short,task3/35391.label,task2/35391.in
35470,[CITATION_2],"and pmrF",8,very_short,task3/35470.label,task2/35470.in
35526,[CITATION_1],"accounting controls",19,short,task3/35526.label,task2/35526.in
35546,[CITATION_9],"and Lee et al.",14,very_short,task3/35546.label,task2/35546.in
35611,[CITATION_3],"and Eroglu et al.",17,short,task3/35611.label,task2/35611.in
35632,[CITATION_5],"and Sable et al.",16,short,task3/35632.label,task2/35632.in
35656,[CITATION_4],", test-retest reliability",25,short,task3/35656.label,task2/35656.in
35676,[CITATION_4],"Bavinck and Weaver",18,short,task3/35676.label,task2/35676.in
35680,[CITATION_1],"This doubled FT term is just:",29,short,task3/35680.label,task2/35680.in
35712,[CITATION_2],"and anti-inflammatory",21,short,task3/35712.label,task2/35712.in
35758,[CITATION_2],"(middle left), wave packets",27,short,task3/35758.label,task2/35758.in
35829,[CITATION_1],"Obstfeld and Rogoff 2000;.",26,short,task3/35829.label,task2/35829.in
35829,[CITATION_2],"Obstfeld and Rogoff 2000;.",26,short,task3/35829.label,task2/35829.in
35829,[CITATION_3],"Obstfeld and Rogoff 2000;.",26,short,task3/35829.label,task2/35829.in
35877,[CITATION_6],"Very recently, Grazcyk et al.",29,short,task3/35877.label,task2/35877.in
35887,[CITATION_1],"The procedure based on",22,short,task3/35887.label,task2/35887.in
35935,[CITATION_1],"Infusion training",17,short,task3/35935.label,task2/35935.in
35935,[CITATION_2],"4.62 ± 0.06 ALI",15,short,task3/35935.label,task2/35935.in
35945,[CITATION_2],"[79]; yet, if an article",24,short,task3/35945.label,task2/35945.in
35958,[CITATION_1],"S4a).",5,very_short,task3/35958.label,task2/35958.in
35958,[CITATION_2],"S4a).",5,very_short,task3/35958.label,task2/35958.in
35988,[CITATION_3],"6.00 ± 0.19 EGAN-Ent-VI",23,short,task3/35988.label,task2/35988.in
35988,[CITATION_4],"7.07 ± 0.10 LR-GAN",18,short,task3/35988.label,task2/35988.in
35988,[CITATION_6],"7 6.58 Improved GAN",19,short,task3/35988.label,task2/35988.in
35988,[CITATION_7],"8.09 ± 0.07 AC-GAN",18,short,task3/35988.label,task2/35988.in
36035,[CITATION_4],"and K ir 2 channel",18,short,task3/36035.label,task2/36035.in
36044,[CITATION_2],"and Miluzzo et al.",18,short,task3/36044.label,task2/36044.in
36051,[CITATION_3],"] and the Dantzig Selector",26,short,task3/36051.label,task2/36051.in
36086,[CITATION_5],", Italy",7,very_short,task3/36086.label,task2/36086.in
36117,[CITATION_1],"The ratio scale.",16,short,task3/36117.label,task2/36117.in
36179,[CITATION_1],"See Ref.",8,very_short,task3/36179.label,task2/36179.in
36203,[CITATION_1],"region (62.3%).",15,short,task3/36203.label,task2/36203.in
36203,[CITATION_2],"region (62.3%).",15,short,task3/36203.label,task2/36203.in
36243,[CITATION_1],"See, for example, Fig. 1 of",27,short,task3/36243.label,task2/36243.in
36273,[CITATION_6],"and IL-8 secretion",18,short,task3/36273.label,task2/36273.in
36287,[CITATION_1],"(1) arrived at a penalty",24,short,task3/36287.label,task2/36287.in
36327,[CITATION_2],". visual object tracking",24,short,task3/36327.label,task2/36327.in
36335,[CITATION_3],", quadratic programming",23,short,task3/36335.label,task2/36335.in
36354,[CITATION_2],"Pandharipande et al.",20,short,task3/36354.label,task2/36354.in
36358,[CITATION_3],", Shooting method",17,short,task3/36358.label,task2/36358.in
36358,[CITATION_7],", Gaussian RBF (G-RBF)",22,short,task3/36358.label,task2/36358.in
36381,[CITATION_2],"and Cribb et al",15,short,task3/36381.label,task2/36381.in
36384,[CITATION_4],"and Gisser et al.",17,short,task3/36384.label,task2/36384.in
36403,[CITATION_3],", behavior-knowledge space",26,short,task3/36403.label,task2/36403.in
36466,[CITATION_1],"3) This term is borrowed from",29,short,task3/36466.label,task2/36466.in
36502,[CITATION_1],"Example 5.4 of ).",17,short,task3/36502.label,task2/36502.in
36506,[CITATION_2],", statistical models",20,short,task3/36506.label,task2/36506.in
36515,[CITATION_2],"Freund et al.",13,very_short,task3/36515.label,task2/36515.in
36529,[CITATION_6],", crowd",7,very_short,task3/36529.label,task2/36529.in
36541,[CITATION_10],"and the previous concept",24,short,task3/36541.label,task2/36541.in
36547,[CITATION_3],", we use WEKA",13,very_short,task3/36547.label,task2/36547.in
36549,[CITATION_4],", cisplatin",11,very_short,task3/36549.label,task2/36549.in
36549,[CITATION_5],"and cadmium",11,very_short,task3/36549.label,task2/36549.in
36571,[CITATION_4],", Europe",8,very_short,task3/36571.label,task2/36571.in
36571,[CITATION_5],", Australia",11,very_short,task3/36571.label,task2/36571.in
36599,[CITATION_2],", regression models",19,short,task3/36599.label,task2/36599.in
36603,[CITATION_3],", the poslet model",18,short,task3/36603.label,task2/36603.in
36641,[CITATION_3],", as described and tested in",28,short,task3/36641.label,task2/36641.in
36665,[CITATION_5],"Furthermore, Manning et al.",27,short,task3/36665.label,task2/36665.in
36670,[CITATION_3],"and Roy et al.",14,very_short,task3/36670.label,task2/36670.in
36671,[CITATION_2],"and subsequently in rodents.",28,short,task3/36671.label,task2/36671.in
36681,[CITATION_2],"and McEvoy et al.",17,short,task3/36681.label,task2/36681.in
36700,[CITATION_2],", ICNet",7,very_short,task3/36700.label,task2/36700.in
36718,[CITATION_3],"and DNA double-strand repair",28,short,task3/36718.label,task2/36718.in
36763,[CITATION_1],"This EFT was constructed in",27,short,task3/36763.label,task2/36763.in
36778,[CITATION_2],"The double-stapling technique",29,short,task3/36778.label,task2/36778.in
36792,[CITATION_2],"and weight management",21,short,task3/36792.label,task2/36792.in
36826,[CITATION_3],", Lsp1",6,very_short,task3/36826.label,task2/36826.in
36826,[CITATION_4],"and Lcp1",8,very_short,task3/36826.label,task2/36826.in
36833,[CITATION_1],"Input images",12,very_short,task3/36833.label,task2/36833.in
36834,[CITATION_1],"Rothaus (see Class II] ).",25,short,task3/36834.label,task2/36834.in
36896,[CITATION_2],"and EDA",7,very_short,task3/36896.label,task2/36896.in
36901,[CITATION_2],"Burkhart et al.",15,short,task3/36901.label,task2/36901.in
36957,[CITATION_2],", Fisherfaces",13,very_short,task3/36957.label,task2/36957.in
36957,[CITATION_3],", Nullspace LDA",15,short,task3/36957.label,task2/36957.in
36966,[CITATION_2],", human (hDrAp1;",16,short,task3/36966.label,task2/36966.in
36967,[CITATION_2],"and an AIF tracker",18,short,task3/36967.label,task2/36967.in
36970,[CITATION_4],", career success",16,short,task3/36970.label,task2/36970.in
37012,[CITATION_6],"Jackson 2008, Gumedze and",25,short,task3/37012.label,task2/37012.in
37113,[CITATION_9],", and asthma",12,very_short,task3/37113.label,task2/37113.in
37113,[CITATION_8],", interstitial lung disease",27,short,task3/37113.label,task2/37113.in
37130,[CITATION_3],"Young et al.",12,very_short,task3/37130.label,task2/37130.in
37141,[CITATION_2],", acoustic",10,very_short,task3/37141.label,task2/37141.in
37141,[CITATION_3],", or electromagnetic",20,short,task3/37141.label,task2/37141.in
37143,[CITATION_3],"and PEGASIS",11,very_short,task3/37143.label,task2/37143.in
37149,[CITATION_1],"Secondly, inspired by",21,short,task3/37149.label,task2/37149.in
37192,[CITATION_2],", Fisherfaces",13,very_short,task3/37192.label,task2/37192.in
37192,[CITATION_3],", Nullspace LDA",15,short,task3/37192.label,task2/37192.in
37248,[CITATION_2],", mood disorders",16,short,task3/37248.label,task2/37248.in
37256,[CITATION_2],"or the 2B4 Tcrb transgene",25,short,task3/37256.label,task2/37256.in
37350,[CITATION_2],") where",7,very_short,task3/37350.label,task2/37350.in
37390,[CITATION_1],"Following ref. we define",24,short,task3/37390.label,task2/37390.in
37393,[CITATION_2],"Garcia-Fanjul et al.",20,short,task3/37393.label,task2/37393.in
37399,[CITATION_2],"was used by",11,very_short,task3/37399.label,task2/37399.in
37428,[CITATION_2],", GA-PCA and GA-Fisher",22,short,task3/37428.label,task2/37428.in
37439,[CITATION_2],", the Tucson study",18,short,task3/37439.label,task2/37439.in
37450,[CITATION_5],", into the circulation",22,short,task3/37450.label,task2/37450.in
37460,[CITATION_2],", computational biology",23,short,task3/37460.label,task2/37460.in
37500,[CITATION_2],", assignment games",18,short,task3/37500.label,task2/37500.in
37552,[CITATION_2],", human cell-cycle events",25,short,task3/37552.label,task2/37552.in
37562,[CITATION_1],"T,S, then we have Ran(A",23,short,task3/37562.label,task2/37562.in
37562,[CITATION_2],"T,S ) = Ran(P ) and Ker(A",25,short,task3/37562.label,task2/37562.in
37583,[CITATION_1],"Evaluate π by Eq.",17,short,task3/37583.label,task2/37583.in
37617,[CITATION_1],"Protein & Cell",14,very_short,task3/37617.label,task2/37617.in
37617,[CITATION_2],"Protein & Cell",14,very_short,task3/37617.label,task2/37617.in
37623,[CITATION_2],"and EMPIRIC",11,very_short,task3/37623.label,task2/37623.in
37634,[CITATION_1],"Jpn J Clin Oncol 2012;42 1159",29,short,task3/37634.label,task2/37634.in
37700,[CITATION_1],"N F F are largest.",18,short,task3/37700.label,task2/37700.in
37719,[CITATION_2],"), Gesture Variation Follower",29,short,task3/37719.label,task2/37719.in
37812,[CITATION_5],", emulsifiers",13,very_short,task3/37812.label,task2/37812.in
37812,[CITATION_6],"and oil compositions",20,short,task3/37812.label,task2/37812.in
37820,[CITATION_3],"In Molsberger et al's study,",28,short,task3/37820.label,task2/37820.in
37828,[CITATION_1],"This contradicts equation",25,short,task3/37828.label,task2/37828.in
37853,[CITATION_1],"where the equality follows by",29,short,task3/37853.label,task2/37853.in
37921,[CITATION_4],"and was also investigated by",28,short,task3/37921.label,task2/37921.in
37976,[CITATION_1],"hydrogenosomes.",15,short,task3/37976.label,task2/37976.in
37976,[CITATION_2],"hydrogenosomes.",15,short,task3/37976.label,task2/37976.in
37976,[CITATION_3],"hydrogenosomes.",15,short,task3/37976.label,task2/37976.in
38009,[CITATION_3],", 3gm7",6,very_short,task3/38009.label,task2/38009.in
38027,[CITATION_2],"and Arabidopsis factor HY5",26,short,task3/38027.label,task2/38027.in
38094,[CITATION_2],".800.800 -SE-Var",16,short,task3/38094.label,task2/38094.in
38094,[CITATION_3],".746.767.803 OEF",16,short,task3/38094.label,task2/38094.in
38104,[CITATION_2],"Oberweger et al.",16,short,task3/38104.label,task2/38104.in
38136,[CITATION_1],"DeepNets",8,very_short,task3/38136.label,task2/38136.in
38136,[CITATION_2],"DeepNets.738.759.758 CSCNN",26,short,task3/38136.label,task2/38136.in
38273,[CITATION_2],".726.757.696 Sketch Tokens",26,short,task3/38273.label,task2/38273.in
38273,[CITATION_3],".727.746.780 SCG",16,short,task3/38273.label,task2/38273.in
38284,[CITATION_6],") and angry faces",17,short,task3/38284.label,task2/38284.in
38289,[CITATION_2],"and Wang, et al.",16,short,task3/38289.label,task2/38289.in
38299,[CITATION_1],"dataset 2.",10,very_short,task3/38299.label,task2/38299.in
38328,[CITATION_2],".740.770.780 SE-Var",19,short,task3/38328.label,task2/38328.in
38328,[CITATION_3],".746.767.803 OEF",16,short,task3/38328.label,task2/38328.in
38334,[CITATION_3],"Musiime et al",13,very_short,task3/38334.label,task2/38334.in
38334,[CITATION_5],"Schoeffelen et al",17,short,task3/38334.label,task2/38334.in
38340,[CITATION_4],"Notch, Wnt and Hedgehog",23,short,task3/38340.label,task2/38340.in
38368,[CITATION_5],"Gatsos et al. 2008;",19,short,task3/38368.label,task2/38368.in
38373,[CITATION_1],"DeepNets",8,very_short,task3/38373.label,task2/38373.in
38373,[CITATION_2],".738.759.758 CSCNN",18,short,task3/38373.label,task2/38373.in
38373,[CITATION_4],"Evaluation on BSDS",18,short,task3/38373.label,task2/38373.in
38373,[CITATION_5],"Results on BSDS.",16,short,task3/38373.label,task2/38373.in
38374,[CITATION_1],"The solution is given by",24,short,task3/38374.label,task2/38374.in
38374,[CITATION_2],"The solution is given by",24,short,task3/38374.label,task2/38374.in
38382,[CITATION_2],", stressful life events",23,short,task3/38382.label,task2/38382.in
38382,[CITATION_3],", childhood maltreatment",24,short,task3/38382.label,task2/38382.in
38428,[CITATION_2],"Tirián et al., 2003;",20,short,task3/38428.label,task2/38428.in
38438,[CITATION_1],"Well-Formed Nets ) to IPN.",26,short,task3/38438.label,task2/38438.in
38466,[CITATION_1],"Moreover (see ), the tensor",27,short,task3/38466.label,task2/38466.in
38562,[CITATION_3],", Oberweger et. al.",19,short,task3/38562.label,task2/38562.in
38586,[CITATION_3],", and Spec#",11,very_short,task3/38586.label,task2/38586.in
38593,[CITATION_2],", seasonal mood level changes",29,short,task3/38593.label,task2/38593.in
38593,[CITATION_3],", tracking influenza rates",26,short,task3/38593.label,task2/38593.in
38593,[CITATION_4],", box-office revenue forecast",29,short,task3/38593.label,task2/38593.in
38637,[CITATION_2],"), abnormal myelin compaction",29,short,task3/38637.label,task2/38637.in
38648,[CITATION_2],", entity disambiguation",23,short,task3/38648.label,task2/38648.in
38648,[CITATION_3],", and semantic relatedness",26,short,task3/38648.label,task2/38648.in
38658,[CITATION_3],", and sonars on a wheelchair",28,short,task3/38658.label,task2/38658.in
38659,[CITATION_2],", CBCC1-DG",10,very_short,task3/38659.label,task2/38659.in
38659,[CITATION_3],", and CBCC2-DG",14,very_short,task3/38659.label,task2/38659.in
38659,[CITATION_6],"and CC-IG-CMAES",15,short,task3/38659.label,task2/38659.in
38676,[CITATION_2],", lower stress and anxiety",26,short,task3/38676.label,task2/38676.in
38710,[CITATION_1],"and from it follows that",24,short,task3/38710.label,task2/38710.in
38729,[CITATION_6],", hnRNP H1/F and SRSF2",22,short,task3/38729.label,task2/38729.in
38744,[CITATION_1],"As in, it is expressed as",25,short,task3/38744.label,task2/38744.in
38774,[CITATION_2],", DECC-G",8,very_short,task3/38774.label,task2/38774.in
38774,[CITATION_3],", MLCC",6,very_short,task3/38774.label,task2/38774.in
38774,[CITATION_4],", CC-CMA-ES",11,very_short,task3/38774.label,task2/38774.in
38774,[CITATION_5],", and DECC-DML",14,very_short,task3/38774.label,task2/38774.in
38804,[CITATION_1],"We choose the same Φ as Φ in",28,short,task3/38804.label,task2/38804.in
38806,[CITATION_2],"and Helicobacter pylori",23,short,task3/38806.label,task2/38806.in
38809,[CITATION_2],", NaWRKY6 in N. attenuata",25,short,task3/38809.label,task2/38809.in
38826,[CITATION_2],", GaDE",6,very_short,task3/38826.label,task2/38826.in
38826,[CITATION_3],", jDElscop",10,very_short,task3/38826.label,task2/38826.in
38826,[CITATION_4],", MA-SWChains",13,very_short,task3/38826.label,task2/38826.in
38827,[CITATION_1],"This derivation is based on.",28,short,task3/38827.label,task2/38827.in
38827,[CITATION_2],"This derivation is based on.",28,short,task3/38827.label,task2/38827.in
38849,[CITATION_2],"and Legendre polynomials",24,short,task3/38849.label,task2/38849.in
38853,[CITATION_3],"Tokési et al., 2010;",20,short,task3/38853.label,task2/38853.in
38865,[CITATION_2],"and Tokaji et al.",17,short,task3/38865.label,task2/38865.in
38888,[CITATION_3],", and Müller",12,very_short,task3/38888.label,task2/38888.in
38911,[CITATION_1],"By using, it is clear that",26,short,task3/38911.label,task2/38911.in
38950,[CITATION_2],"or racemic flurbiprofen",23,short,task3/38950.label,task2/38950.in
38952,[CITATION_1],"See.",4,very_short,task3/38952.label,task2/38952.in
38973,[CITATION_2],"and WindowDiff (WD r )",22,short,task3/38973.label,task2/38973.in
38993,[CITATION_5],", texture decomposition",23,short,task3/38993.label,task2/38993.in
38993,[CITATION_8],", separable convolution",23,short,task3/38993.label,task2/38993.in
38993,[CITATION_11],", temporal consistency losses",29,short,task3/38993.label,task2/38993.in
39016,[CITATION_2],") and apicomplexans",19,short,task3/39016.label,task2/39016.in
39031,[CITATION_1],"Proof (from ).",14,very_short,task3/39031.label,task2/39031.in
39033,[CITATION_9],"NALM-1.",7,very_short,task3/39033.label,task2/39033.in
39157,[CITATION_3],"(see their table 2), and",24,short,task3/39157.label,task2/39157.in
39167,[CITATION_3],", DAT hypomorphic mutant mice",29,short,task3/39167.label,task2/39167.in
39176,[CITATION_1],"Plasmids.",9,very_short,task3/39176.label,task2/39176.in
39189,[CITATION_10],"or old human donors",19,short,task3/39189.label,task2/39189.in
39206,[CITATION_2],"and Chlamydomonas",17,short,task3/39206.label,task2/39206.in
39214,[CITATION_2],"and DnCNN",9,very_short,task3/39214.label,task2/39214.in
39214,[CITATION_1],"Inspired by ResNet",18,short,task3/39214.label,task2/39214.in
39276,[CITATION_2],"disease progression,",20,short,task3/39276.label,task2/39276.in
39276,[CITATION_3],"exon 19 deletions,",18,short,task3/39276.label,task2/39276.in
39314,[CITATION_1],"They re-.",9,very_short,task3/39314.label,task2/39314.in
39398,[CITATION_2],"and Donoho in",13,very_short,task3/39398.label,task2/39398.in
39398,[CITATION_4],",radar",6,very_short,task3/39398.label,task2/39398.in
39456,[CITATION_2],"(U251MG) and 0.4x10",19,short,task3/39456.label,task2/39456.in
39605,[CITATION_3],"or questionnaire.",17,short,task3/39605.label,task2/39605.in
39705,[CITATION_1],"We have closely followed",24,short,task3/39705.label,task2/39705.in
39859,[CITATION_1],"Moreover, Corollary 2]",22,short,task3/39859.label,task2/39859.in
39873,[CITATION_2],"or SYTO",7,very_short,task3/39873.label,task2/39873.in
39913,[CITATION_5],"Chen&Chen, 2002;.",17,short,task3/39913.label,task2/39913.in
39943,[CITATION_1],"The reader is referred to",25,short,task3/39943.label,task2/39943.in
39944,[CITATION_2],", xDAWN spatial filtering",25,short,task3/39944.label,task2/39944.in
39944,[CITATION_4],"We apply Batch Normalization",28,short,task3/39944.label,task2/39944.in
39944,[CITATION_5],"together with Dropout",21,short,task3/39944.label,task2/39944.in
40005,[CITATION_2],"Cuntz in.",9,very_short,task3/40005.label,task2/40005.in
40012,[CITATION_3],"and in plasma",13,very_short,task3/40012.label,task2/40012.in
40124,[CITATION_2],", diversity analysis",20,short,task3/40124.label,task2/40124.in
40124,[CITATION_3],", cultivar identification",25,short,task3/40124.label,task2/40124.in
40152,[CITATION_3],", casein kinase II",18,short,task3/40152.label,task2/40152.in
40160,[CITATION_2],", Canada (36 %)",15,short,task3/40160.label,task2/40160.in
40225,[CITATION_4],"and hippocampus",15,short,task3/40225.label,task2/40225.in
40313,[CITATION_4],", inorganic polyphosphate",25,short,task3/40313.label,task2/40313.in
40317,[CITATION_3],"or carbohydrate",15,short,task3/40317.label,task2/40317.in
40372,[CITATION_3],"and Belloti et al.",18,short,task3/40372.label,task2/40372.in
40372,[CITATION_4],", Barbosa et al.",16,short,task3/40372.label,task2/40372.in
40400,[CITATION_2],"and MorphMix",12,very_short,task3/40400.label,task2/40400.in
